shoulder,hip,knee,ankle,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
66,39,91,35,0.2818,0.4927,-0.0205,1.0,0.2968,0.4761,-0.0683,1.0,0.3023,0.4753,-0.0683,1.0,0.3084,0.4746,-0.0683,1.0,0.2911,0.4764,0.0069,1.0,0.2923,0.4758,0.0067,1.0,0.2939,0.4752,0.0066,1.0,0.3478,0.4797,-0.1475,1.0,0.3336,0.4789,0.1763,1.0,0.3005,0.5083,-0.0461,0.9999,0.2924,0.508,0.0479,0.9998,0.397,0.5694,-0.3211,0.9999,0.4302,0.5622,0.427,0.9995,0.2693,0.7068,-0.1528,0.9395,0.3225,0.6917,0.3057,0.2638,0.2388,0.621,0.3055,0.9073,0.2386,0.6502,-0.0766,0.3364,0.2154,0.6008,0.3237,0.9012,0.2136,0.6231,-0.1109,0.333,0.27,0.594,0.2743,0.8967,0.2547,0.6237,-0.0912,0.3245,0.284,0.6009,0.3038,0.888,0.265,0.633,-0.0839,0.3181,0.684,0.7648,-0.2256,0.9997,0.7102,0.7517,0.2257,0.9993,0.3267,0.758,-0.4377,0.9803,0.4299,0.7633,0.6011,0.3589,0.5778,0.9508,-0.6093,0.9735,0.5818,0.8995,0.7485,0.4947,0.6298,0.9716,-0.6276,0.9671,0.6397,0.9189,0.7616,0.617,0.4268,0.9912,-0.6969,0.9654,0.5245,0.9323,0.822,0.6073
67,42,91,36,0.2663,0.4448,-0.0367,1.0,0.2822,0.4279,-0.0946,1.0,0.2878,0.4278,-0.0945,1.0,0.2941,0.4276,-0.0946,1.0,0.2769,0.4275,-0.0173,1.0,0.2784,0.4271,-0.0174,1.0,0.2806,0.4266,-0.0175,1.0,0.3333,0.4348,-0.2015,1.0,0.3237,0.4329,0.1326,1.0,0.2865,0.4614,-0.0722,1.0,0.2798,0.4603,0.025,0.9999,0.3833,0.5282,-0.3869,0.9999,0.4275,0.5133,0.4047,0.9992,0.2689,0.6632,-0.1923,0.9222,0.35,0.6324,0.407,0.1655,0.2412,0.5796,0.3439,0.89,0.2499,0.5933,0.232,0.2147,0.2143,0.5652,0.3636,0.8893,0.2191,0.5734,0.2231,0.2208,0.2699,0.556,0.3065,0.8856,0.2599,0.5692,0.2302,0.2165,0.282,0.5579,0.3399,0.8751,0.2381,0.5768,0.2258,0.2126,0.6848,0.7146,-0.2429,0.9998,0.6905,0.706,0.2431,0.9995,0.3404,0.7095,-0.497,0.9845,0.4267,0.717,0.6333,0.3933,0.5923,0.901,-0.6429,0.9787,0.5999,0.8594,0.8093,0.5927,0.6496,0.9293,-0.6532,0.9704,0.659,0.8842,0.8231,0.6764,0.4405,0.9492,-0.7133,0.9722,0.5201,0.9016,0.8776,0.6912
62,41,89,30,0.3035,0.4671,0.005,1.0,0.3192,0.4501,-0.0476,1.0,0.3243,0.4501,-0.0477,1.0,0.3301,0.4501,-0.0478,1.0,0.3151,0.4495,0.02,1.0,0.317,0.4492,0.0198,1.0,0.3195,0.4487,0.0197,1.0,0.3674,0.4585,-0.1413,1.0,0.359,0.4562,0.1488,1.0,0.3213,0.4846,-0.0229,1.0,0.3159,0.4832,0.0619,0.9999,0.4031,0.5479,-0.3172,0.9999,0.4718,0.5338,0.4192,0.9993,0.3042,0.6909,-0.1252,0.9224,0.4198,0.6568,0.4787,0.1516,0.2661,0.6048,0.4219,0.8858,0.3051,0.6207,0.4241,0.2006,0.2364,0.5892,0.4522,0.8838,0.2622,0.598,0.4775,0.2093,0.2843,0.5793,0.4136,0.8794,0.2775,0.5925,0.4992,0.2042,0.2851,0.5827,0.4277,0.8686,0.2834,0.5989,0.4435,0.201,0.6973,0.738,-0.2252,0.9998,0.7358,0.7338,0.2256,0.9996,0.3603,0.738,-0.3585,0.9846,0.4947,0.7446,0.712,0.3603,0.5645,0.9337,-0.4767,0.9793,0.6221,0.8816,0.9299,0.5696,0.6495,0.9582,-0.4861,0.9716,0.6844,0.9056,0.9511,0.6734,0.449,0.9695,-0.4874,0.9719,0.5724,0.9144,1.0365,0.6661
63,41,91,29,0.3,0.4738,-0.012,1.0,0.3165,0.4572,-0.0668,1.0,0.3221,0.4571,-0.0667,1.0,0.3283,0.4569,-0.0668,1.0,0.3113,0.4568,0.0062,1.0,0.3129,0.4565,0.006,1.0,0.3152,0.456,0.0059,1.0,0.3659,0.4651,-0.1625,1.0,0.357,0.4628,0.1503,1.0,0.3195,0.4906,-0.0412,1.0,0.3134,0.4892,0.0495,0.9999,0.4099,0.5568,-0.3427,0.9999,0.46,0.5431,0.432,0.9996,0.3079,0.6964,-0.147,0.9471,0.3815,0.6628,0.4302,0.2502,0.2622,0.6035,0.3965,0.9073,0.2866,0.6278,0.313,0.3051,0.2424,0.5916,0.4205,0.899,0.2568,0.6014,0.3175,0.2939,0.2974,0.5805,0.3728,0.8942,0.2985,0.5947,0.3306,0.2854,0.3116,0.5825,0.3978,0.8855,0.3122,0.5982,0.3142,0.2775,0.6981,0.7413,-0.2414,0.9998,0.7279,0.7368,0.2416,0.9996,0.3661,0.7352,-0.4333,0.9856,0.4835,0.7462,0.747,0.3937,0.5678,0.9358,-0.6027,0.9801,0.6255,0.8857,1.0175,0.5965,0.6591,0.9573,-0.6137,0.9707,0.6826,0.9017,1.0451,0.6944,0.4533,0.9771,-0.6515,0.9739,0.5807,0.9175,1.1327,0.6986
66,41,94,27,0.3076,0.475,-0.1143,1.0,0.3253,0.4573,-0.1567,1.0,0.3312,0.4576,-0.1566,1.0,0.3377,0.4578,-0.1567,1.0,0.3191,0.4565,-0.0849,1.0,0.3204,0.4562,-0.0851,1.0,0.3223,0.4556,-0.0851,1.0,0.3756,0.4672,-0.2096,1.0,0.3652,0.4641,0.0993,1.0,0.327,0.4923,-0.13,0.9999,0.3198,0.4913,-0.0401,0.9999,0.4201,0.5607,-0.3796,0.9999,0.4605,0.5455,0.3919,0.9994,0.309,0.693,-0.1585,0.9184,0.353,0.6564,0.36,0.2184,0.2768,0.6155,0.375,0.8748,0.2716,0.6298,0.1478,0.2705,0.2647,0.6025,0.3966,0.8748,0.2523,0.6131,0.1345,0.2665,0.3064,0.5926,0.3451,0.8704,0.2774,0.6059,0.1498,0.2614,0.3175,0.5939,0.3739,0.8616,0.26,0.6123,0.145,0.256,0.7172,0.7497,-0.2372,0.9998,0.7329,0.7375,0.2374,0.9996,0.3832,0.7337,-0.4213,0.9846,0.4888,0.7513,0.7068,0.3843,0.566,0.9322,-0.5511,0.9786,0.6258,0.8743,0.959,0.593,0.6561,0.9605,-0.5626,0.9701,0.6808,0.8918,0.9856,0.6835,0.4362,0.9724,-0.5882,0.971,0.6111,0.9077,1.0844,0.6876
67,41,93,35,0.2986,0.4582,-0.0346,1.0,0.3143,0.4396,-0.0843,1.0,0.3208,0.4393,-0.0843,1.0,0.3279,0.4389,-0.0843,1.0,0.308,0.4395,-0.0051,1.0,0.3096,0.4392,-0.0052,1.0,0.3118,0.4388,-0.0053,1.0,0.3679,0.4462,-0.1869,1.0,0.3558,0.4447,0.1498,1.0,0.321,0.4754,-0.0653,0.9999,0.3138,0.4751,0.035,0.9999,0.4208,0.5304,-0.3788,0.9999,0.4621,0.5236,0.4183,0.9993,0.3027,0.666,-0.1855,0.9192,0.357,0.6492,0.4612,0.1909,0.2634,0.5901,0.3381,0.8849,0.2542,0.6286,0.3541,0.2445,0.2459,0.5788,0.3561,0.8843,0.232,0.6127,0.3547,0.2531,0.2902,0.5683,0.3014,0.88,0.2504,0.6148,0.3452,0.2512,0.3044,0.5721,0.3343,0.8709,0.2452,0.6122,0.3414,0.2482,0.7301,0.7276,-0.2374,0.9998,0.7301,0.7184,0.2374,0.9996,0.376,0.7154,-0.4421,0.9854,0.4111,0.7117,0.5942,0.4158,0.6201,0.9084,-0.5458,0.9809,0.6208,0.8679,0.7397,0.5866,0.6857,0.9411,-0.5539,0.9726,0.6777,0.889,0.7512,0.668,0.4746,0.9461,-0.5877,0.9745,0.5661,0.9055,0.7999,0.687
65,39,91,35,0.3305,0.4455,-0.0602,1.0,0.3442,0.4294,-0.1152,1.0,0.3489,0.4287,-0.1151,1.0,0.3542,0.4281,-0.1151,1.0,0.3407,0.4295,-0.0367,1.0,0.3427,0.4288,-0.0368,1.0,0.3451,0.4282,-0.0369,1.0,0.3942,0.4338,-0.2045,1.0,0.3858,0.4327,0.1334,1.0,0.3484,0.4613,-0.0885,1.0,0.3428,0.4605,0.0097,0.9999,0.4378,0.5284,-0.3841,0.9999,0.4842,0.5202,0.4154,0.9995,0.3164,0.6696,-0.182,0.9427,0.3931,0.6477,0.3534,0.2562,0.2763,0.5863,0.301,0.9197,0.3098,0.6016,0.1023,0.3323,0.2537,0.5625,0.321,0.9134,0.2756,0.5799,0.0853,0.3262,0.3084,0.5557,0.2692,0.9087,0.3182,0.5739,0.1102,0.3175,0.3263,0.5636,0.2994,0.8967,0.3267,0.5785,0.1031,0.308,0.7294,0.7217,-0.2508,0.9998,0.738,0.7096,0.2509,0.9996,0.3809,0.716,-0.4903,0.9854,0.4758,0.7226,0.6768,0.3956,0.6243,0.9069,-0.6454,0.9822,0.6418,0.862,0.8811,0.5922,0.6803,0.9354,-0.6588,0.9721,0.6993,0.8863,0.8992,0.6867,0.4704,0.9563,-0.7057,0.9756,0.5714,0.8995,0.9772,0.6992
69,40,88,34,0.2456,0.485,0.0148,0.9999,0.2609,0.4682,-0.0427,0.9999,0.2659,0.4685,-0.0427,1.0,0.2717,0.4687,-0.0427,1.0,0.2574,0.4674,0.0279,0.9999,0.2595,0.4671,0.0277,0.9999,0.2623,0.4667,0.0276,1.0,0.3099,0.4779,-0.155,0.9999,0.3037,0.4746,0.154,1.0,0.2618,0.5033,-0.0205,0.9999,0.2576,0.5018,0.0692,0.9998,0.3494,0.5669,-0.3204,0.9999,0.4183,0.5525,0.4242,0.9991,0.2259,0.6928,-0.1086,0.89,0.318,0.664,0.5601,0.1457,0.1817,0.633,0.3925,0.8244,0.1947,0.6314,0.5525,0.1964,0.2056,0.6072,0.4114,0.8306,0.1862,0.6158,0.5711,0.211,0.2442,0.599,0.3732,0.8257,0.1716,0.6104,0.5588,0.2068,0.2517,0.6051,0.3952,0.8186,0.1746,0.6152,0.5453,0.2031,0.6476,0.7591,-0.2341,0.9997,0.6914,0.7509,0.2342,0.9993,0.308,0.7616,-0.4164,0.9844,0.4162,0.7571,0.668,0.3322,0.5282,0.9442,-0.5303,0.978,0.5652,0.9113,0.8642,0.5446,0.5977,0.971,-0.5393,0.9785,0.6244,0.9318,0.8818,0.6584,0.4192,0.9806,-0.5544,0.9713,0.5112,0.9449,0.9586,0.6547
68,41,91,34,0.272,0.4916,-0.0489,1.0,0.2884,0.4736,-0.0959,1.0,0.2942,0.4736,-0.0958,1.0,0.3007,0.4735,-0.0959,1.0,0.2829,0.4729,-0.0273,1.0,0.2844,0.4724,-0.0275,1.0,0.2865,0.4717,-0.0276,1.0,0.3394,0.481,-0.1627,1.0,0.328,0.478,0.1308,1.0,0.2916,0.508,-0.0695,0.9999,0.2846,0.5067,0.0161,0.9999,0.3865,0.573,-0.3485,0.9999,0.434,0.5559,0.3993,0.9995,0.2584,0.7109,-0.1503,0.9365,0.3179,0.6815,0.3915,0.2579,0.2373,0.6189,0.3375,0.8908,0.2302,0.6401,0.2517,0.3065,0.2178,0.6041,0.3547,0.8852,0.2041,0.6197,0.243,0.3019,0.2702,0.5936,0.3007,0.8814,0.2526,0.6103,0.2618,0.2937,0.2824,0.5994,0.3335,0.8746,0.264,0.6171,0.2523,0.2879,0.6853,0.7651,-0.2285,0.9998,0.7058,0.7521,0.2285,0.9994,0.3297,0.7575,-0.4137,0.9818,0.4412,0.7624,0.6354,0.37,0.569,0.9481,-0.5371,0.9767,0.5887,0.9013,0.8355,0.5237,0.6254,0.97,-0.5389,0.9711,0.645,0.9235,0.8544,0.6376,0.4267,0.9892,-0.5325,0.9694,0.5542,0.9392,0.9359,0.6302
67,41,89,36,0.2651,0.4445,-0.0226,1.0,0.28,0.4261,-0.0832,1.0,0.2858,0.426,-0.0831,1.0,0.2925,0.4256,-0.0832,1.0,0.2744,0.4258,-0.0042,1.0,0.2759,0.4254,-0.0044,1.0,0.2778,0.4249,-0.0045,1.0,0.3313,0.4328,-0.1999,1.0,0.3212,0.4311,0.1418,1.0,0.2861,0.4618,-0.0604,1.0,0.2793,0.4613,0.0388,0.9999,0.384,0.5217,-0.3868,0.9999,0.4284,0.5116,0.42,0.9992,0.269,0.6562,-0.1873,0.9169,0.3504,0.6319,0.4363,0.1569,0.2397,0.5755,0.373,0.8831,0.2462,0.6002,0.2933,0.2018,0.2147,0.5629,0.3956,0.8831,0.219,0.5769,0.2923,0.2091,0.2677,0.5527,0.34,0.8794,0.2578,0.5671,0.2998,0.205,0.2803,0.5569,0.3706,0.8692,0.2306,0.5786,0.2889,0.2014,0.6843,0.7099,-0.2449,0.9998,0.6902,0.7028,0.2451,0.9995,0.3405,0.7095,-0.4996,0.9852,0.4041,0.7102,0.6753,0.3896,0.592,0.9001,-0.6518,0.98,0.6001,0.8601,0.8745,0.5979,0.6505,0.9298,-0.6651,0.9723,0.6595,0.8807,0.8911,0.6788,0.4408,0.9501,-0.7246,0.974,0.5504,0.8998,0.9491,0.6977
62,41,89,30,0.3035,0.4671,0.005,1.0,0.3192,0.4501,-0.0476,1.0,0.3243,0.4501,-0.0477,1.0,0.3301,0.4501,-0.0478,1.0,0.3151,0.4495,0.02,1.0,0.317,0.4492,0.0198,1.0,0.3195,0.4487,0.0197,1.0,0.3674,0.4585,-0.1413,1.0,0.359,0.4562,0.1488,1.0,0.3213,0.4846,-0.0229,1.0,0.3159,0.4832,0.0619,0.9999,0.4031,0.5479,-0.3172,0.9999,0.4718,0.5338,0.4192,0.9993,0.3042,0.6909,-0.1252,0.9224,0.4198,0.6568,0.4787,0.1516,0.2661,0.6048,0.4219,0.8858,0.3051,0.6207,0.4241,0.2006,0.2364,0.5892,0.4522,0.8838,0.2622,0.598,0.4775,0.2093,0.2843,0.5793,0.4136,0.8794,0.2775,0.5925,0.4992,0.2042,0.2851,0.5827,0.4277,0.8686,0.2834,0.5989,0.4435,0.201,0.6973,0.738,-0.2252,0.9998,0.7358,0.7338,0.2256,0.9996,0.3603,0.738,-0.3585,0.9846,0.4947,0.7446,0.712,0.3603,0.5645,0.9337,-0.4767,0.9793,0.6221,0.8816,0.9299,0.5696,0.6495,0.9582,-0.4861,0.9716,0.6844,0.9056,0.9511,0.6734,0.449,0.9695,-0.4874,0.9719,0.5724,0.9144,1.0365,0.6661
63,41,91,29,0.3,0.4738,-0.012,1.0,0.3165,0.4572,-0.0668,1.0,0.3221,0.4571,-0.0667,1.0,0.3283,0.4569,-0.0668,1.0,0.3113,0.4568,0.0062,1.0,0.3129,0.4565,0.006,1.0,0.3152,0.456,0.0059,1.0,0.3659,0.4651,-0.1625,1.0,0.357,0.4628,0.1503,1.0,0.3195,0.4906,-0.0412,1.0,0.3134,0.4892,0.0495,0.9999,0.4099,0.5568,-0.3427,0.9999,0.46,0.5431,0.432,0.9996,0.3079,0.6964,-0.147,0.9471,0.3815,0.6628,0.4302,0.2502,0.2622,0.6035,0.3965,0.9073,0.2866,0.6278,0.313,0.3051,0.2424,0.5916,0.4205,0.899,0.2568,0.6014,0.3175,0.2939,0.2974,0.5805,0.3728,0.8942,0.2985,0.5947,0.3306,0.2854,0.3116,0.5825,0.3978,0.8855,0.3122,0.5982,0.3142,0.2775,0.6981,0.7413,-0.2414,0.9998,0.7279,0.7368,0.2416,0.9996,0.3661,0.7352,-0.4333,0.9856,0.4835,0.7462,0.747,0.3937,0.5678,0.9358,-0.6027,0.9801,0.6255,0.8857,1.0175,0.5965,0.6591,0.9573,-0.6137,0.9707,0.6826,0.9017,1.0451,0.6944,0.4533,0.9771,-0.6515,0.9739,0.5807,0.9175,1.1327,0.6986
66,41,94,27,0.3076,0.475,-0.1143,1.0,0.3253,0.4573,-0.1567,1.0,0.3312,0.4576,-0.1566,1.0,0.3377,0.4578,-0.1567,1.0,0.3191,0.4565,-0.0849,1.0,0.3204,0.4562,-0.0851,1.0,0.3223,0.4556,-0.0851,1.0,0.3756,0.4672,-0.2096,1.0,0.3652,0.4641,0.0993,1.0,0.327,0.4923,-0.13,0.9999,0.3198,0.4913,-0.0401,0.9999,0.4201,0.5607,-0.3796,0.9999,0.4605,0.5455,0.3919,0.9994,0.309,0.693,-0.1585,0.9184,0.353,0.6564,0.36,0.2184,0.2768,0.6155,0.375,0.8748,0.2716,0.6298,0.1478,0.2705,0.2647,0.6025,0.3966,0.8748,0.2523,0.6131,0.1345,0.2665,0.3064,0.5926,0.3451,0.8704,0.2774,0.6059,0.1498,0.2614,0.3175,0.5939,0.3739,0.8616,0.26,0.6123,0.145,0.256,0.7172,0.7497,-0.2372,0.9998,0.7329,0.7375,0.2374,0.9996,0.3832,0.7337,-0.4213,0.9846,0.4888,0.7513,0.7068,0.3843,0.566,0.9322,-0.5511,0.9786,0.6258,0.8743,0.959,0.593,0.6561,0.9605,-0.5626,0.9701,0.6808,0.8918,0.9856,0.6835,0.4362,0.9724,-0.5882,0.971,0.6111,0.9077,1.0844,0.6876
66,41,94,35,0.3001,0.4627,-0.0444,1.0,0.3183,0.444,-0.0975,1.0,0.325,0.4438,-0.0975,1.0,0.3322,0.4435,-0.0976,1.0,0.3102,0.4438,-0.0217,1.0,0.311,0.4435,-0.0219,1.0,0.3123,0.443,-0.022,1.0,0.3721,0.4516,-0.1952,1.0,0.3557,0.4496,0.1361,1.0,0.3219,0.4794,-0.076,1.0,0.3128,0.4788,0.0193,0.9999,0.4223,0.5396,-0.3837,0.9999,0.4576,0.5291,0.4099,0.9994,0.3079,0.6739,-0.1817,0.9208,0.3507,0.6481,0.4477,0.1963,0.2671,0.5963,0.3525,0.8848,0.2553,0.642,0.3789,0.2552,0.2469,0.5837,0.3725,0.8846,0.2226,0.6232,0.3946,0.2633,0.2916,0.5738,0.3169,0.8803,0.2495,0.6244,0.3669,0.2614,0.3047,0.5772,0.3484,0.8706,0.2202,0.6303,0.3578,0.2578,0.7281,0.7354,-0.2368,0.9998,0.7229,0.7236,0.2368,0.9996,0.374,0.7169,-0.4411,0.9849,0.4045,0.7139,0.5742,0.4197,0.621,0.9106,-0.5516,0.98,0.6222,0.8666,0.6976,0.5855,0.6858,0.9422,-0.5608,0.9711,0.6782,0.8867,0.7081,0.6703,0.4748,0.9504,-0.5895,0.9734,0.5689,0.8991,0.7685,0.6854
65,39,91,35,0.3305,0.4455,-0.0602,1.0,0.3442,0.4294,-0.1152,1.0,0.3489,0.4287,-0.1151,1.0,0.3542,0.4281,-0.1151,1.0,0.3407,0.4295,-0.0367,1.0,0.3427,0.4288,-0.0368,1.0,0.3451,0.4282,-0.0369,1.0,0.3942,0.4338,-0.2045,1.0,0.3858,0.4327,0.1334,1.0,0.3484,0.4613,-0.0885,1.0,0.3428,0.4605,0.0097,0.9999,0.4378,0.5284,-0.3841,0.9999,0.4842,0.5202,0.4154,0.9995,0.3164,0.6696,-0.182,0.9427,0.3931,0.6477,0.3534,0.2562,0.2763,0.5863,0.301,0.9197,0.3098,0.6016,0.1023,0.3323,0.2537,0.5625,0.321,0.9134,0.2756,0.5799,0.0853,0.3262,0.3084,0.5557,0.2692,0.9087,0.3182,0.5739,0.1102,0.3175,0.3263,0.5636,0.2994,0.8967,0.3267,0.5785,0.1031,0.308,0.7294,0.7217,-0.2508,0.9998,0.738,0.7096,0.2509,0.9996,0.3809,0.716,-0.4903,0.9854,0.4758,0.7226,0.6768,0.3956,0.6243,0.9069,-0.6454,0.9822,0.6418,0.862,0.8811,0.5922,0.6803,0.9354,-0.6588,0.9721,0.6993,0.8863,0.8992,0.6867,0.4704,0.9563,-0.7057,0.9756,0.5714,0.8995,0.9772,0.6992
125,31,60,29,0.3599,0.2962,-0.0222,0.9997,0.3713,0.2785,-0.0742,0.9998,0.3766,0.2775,-0.074,0.9998,0.3823,0.2765,-0.0741,0.9998,0.3679,0.279,0.0034,0.9997,0.3702,0.2784,0.0034,0.9997,0.3733,0.2775,0.0034,0.9998,0.4226,0.2817,-0.1883,0.9995,0.4154,0.2809,0.1626,0.9998,0.3789,0.3109,-0.0646,0.9991,0.3731,0.3129,0.0384,0.9993,0.4897,0.3671,-0.3211,0.9995,0.4892,0.3692,0.3894,0.9962,0.2193,0.3555,-0.3845,0.9918,0.2849,0.3569,0.5397,0.5608,0.2488,0.2349,-0.0477,0.9667,0.2664,0.2465,0.5143,0.4931,0.2425,0.2051,-0.0878,0.9432,0.2589,0.2146,0.4722,0.4452,0.2661,0.2054,-0.1022,0.932,0.2725,0.2132,0.4994,0.4344,0.2769,0.2171,-0.0511,0.9261,0.2823,0.2245,0.5045,0.445,0.7837,0.6321,-0.2444,0.999,0.7273,0.6165,0.2448,0.9971,0.4282,0.7472,-0.3762,0.9779,0.4164,0.7174,0.2524,0.3577,0.6276,0.9422,-0.3452,0.9196,0.5728,0.8976,0.3457,0.3254,0.6953,0.9608,-0.3415,0.9234,0.6321,0.927,0.35,0.4286,0.523,1.0073,-0.3838,0.8972,0.4718,0.9228,0.335,0.4452
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
130,38,63,32,0.3052,0.3714,-0.0534,0.9997,0.3217,0.3552,-0.1027,0.9997,0.327,0.3546,-0.1027,0.9997,0.3325,0.3536,-0.1029,0.9998,0.317,0.3552,-0.0222,0.9997,0.3191,0.3548,-0.0223,0.9996,0.3215,0.3539,-0.0224,0.9998,0.3705,0.361,-0.2219,0.9994,0.3616,0.359,0.1376,0.9998,0.3238,0.3867,-0.101,0.9989,0.3183,0.3882,0.0058,0.9992,0.454,0.4448,-0.3451,0.9995,0.4449,0.436,0.3113,0.9972,0.1789,0.4384,-0.4363,0.9907,0.2395,0.4229,0.4227,0.5392,0.2031,0.3197,-0.2024,0.9703,0.2018,0.314,0.3463,0.5586,0.1803,0.2836,-0.2673,0.9511,0.1858,0.2791,0.2985,0.5258,0.1959,0.2767,-0.2817,0.9419,0.2005,0.2749,0.312,0.5197,0.2094,0.2895,-0.2102,0.9343,0.2104,0.2882,0.3328,0.5301,0.7853,0.6771,-0.2387,0.9992,0.7147,0.6556,0.239,0.9981,0.4179,0.7767,-0.3449,0.969,0.4068,0.7371,0.3451,0.2798,0.6196,0.9534,-0.2703,0.891,0.5699,0.891,0.4747,0.2813,0.6879,0.9722,-0.2585,0.8976,0.6486,0.9237,0.4811,0.3763,0.5338,1.0201,-0.2533,0.8586,0.4891,0.9322,0.4859,0.3889
126,37,100,32,0.309,0.5059,-0.0755,0.9997,0.3217,0.4875,-0.1284,0.9998,0.327,0.4865,-0.1284,0.9998,0.333,0.4853,-0.1286,0.9998,0.3177,0.4874,-0.0483,0.9997,0.3197,0.4865,-0.0484,0.9997,0.3223,0.4853,-0.0485,0.9998,0.3785,0.4883,-0.2506,0.9996,0.3682,0.4864,0.1118,0.9998,0.3338,0.5181,-0.1234,0.999,0.3293,0.5189,-0.016,0.9993,0.4695,0.5718,-0.3464,0.9996,0.4588,0.5508,0.3169,0.9977,0.1785,0.5751,-0.4153,0.9865,0.2501,0.5517,0.4197,0.4761,0.205,0.4471,-0.2308,0.9759,0.2175,0.4455,0.3213,0.6309,0.2024,0.4125,-0.3014,0.9632,0.2171,0.412,0.2915,0.6037,0.2198,0.4132,-0.324,0.9579,0.2287,0.4133,0.2834,0.6022,0.2292,0.4248,-0.2441,0.9515,0.2345,0.4277,0.3028,0.6048,0.7788,0.7976,-0.2347,0.9996,0.7375,0.7629,0.2346,0.9989,0.4067,0.7573,-0.4091,0.9521,0.4061,0.7114,0.5447,0.2373,0.6097,0.9378,-0.2609,0.8132,0.5542,0.8537,0.6067,0.2866,0.6759,0.9655,-0.2476,0.8315,0.5917,0.8712,0.6058,0.4179,0.5114,0.979,-0.2258,0.7765,0.4569,0.8988,0.6512,0.3995
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
